epmc_doi,epmc_id,epmc_source,epm_links,epm_links_id,epm_links_source,epm_links_type
10.1101/2020.05.14.095414,PPR163511,PPR,1,33159009,MED,Preprint of
10.1101/2020.06.30.181297,PPR182773,PPR,0,NA,NA,NA
10.1101/2020.12.08.415703,PPR251063,PPR,0,NA,NA,NA
10.1101/2020.05.07.083139,PPR160703,PPR,0,NA,NA,NA
10.1101/2020.11.17.386904,PPR239479,PPR,0,NA,NA,NA
10.1101/2020.10.21.347799,PPR228841,PPR,0,NA,NA,NA
10.1101/2020.08.04.200691,PPR197898,PPR,0,NA,NA,NA
10.1101/2020.01.31.929547,PPR111332,PPR,1,32280433,MED,Preprint of
10.1101/2020.10.15.341743,PPR227167,PPR,0,NA,NA,NA
10.1101/2020.06.15.151845,PPR176784,PPR,0,NA,NA,NA
10.1101/2020.11.02.350439,PPR233573,PPR,0,NA,NA,NA
10.1101/2020.07.26.222117,PPR192997,PPR,0,NA,NA,NA
10.1101/2020.05.14.095885,PPR162901,PPR,0,NA,NA,NA
10.1101/2020.05.22.111344,PPR167712,PPR,0,NA,NA,NA
10.1101/2020.04.03.022723,PPR139546,PPR,1,33121513,MED,Preprint of
10.1101/2020.06.12.148411,PPR175206,PPR,0,NA,NA,NA
10.1101/2020.04.07.030767,PPR149877,PPR,0,NA,NA,NA
10.1101/2020.05.19.104513,PPR165526,PPR,0,NA,NA,NA
10.1101/2020.02.26.961938,PPR115570,PPR,0,NA,NA,NA
10.1101/2020.10.27.355479,PPR231147,PPR,0,NA,NA,NA
10.1101/2020.10.08.331751,PPR223745,PPR,0,NA,NA,NA
10.1101/2020.06.17.157081,PPR178333,PPR,1,33231324,MED,Preprint of
10.1101/2020.01.23.916395,PPR110032,PPR,1,32007643,MED,Preprint of
10.1101/2020.02.03.933226,PPR111764,PPR,1,32106567,MED,Preprint of
10.1101/2020.09.04.277426,PPR210804,PPR,0,NA,NA,NA
10.1101/2020.04.22.056283,PPR154566,PPR,0,NA,NA,NA
10.1101/2020.05.22.111294,PPR167601,PPR,0,NA,NA,NA
10.1101/2020.09.01.278630,PPR208778,PPR,0,NA,NA,NA
10.1101/2020.09.28.311480,PPR220258,PPR,0,NA,NA,NA
10.1101/2020.03.30.016931,PPR138501,PPR,0,NA,NA,NA
10.1101/2020.04.06.027961,PPR147186,PPR,0,NA,NA,NA
10.1101/2020.06.18.159699,PPR178198,PPR,0,NA,NA,NA
10.1101/2020.07.19.211185,PPR189985,PPR,0,NA,NA,NA
10.1101/2020.11.18.388991,PPR240019,PPR,0,NA,NA,NA
10.1101/2020.10.07.325910,PPR223254,PPR,0,NA,NA,NA
10.1101/2020.06.04.132589,PPR171842,PPR,0,NA,NA,NA
10.1101/2020.12.11.416180,PPR252801,PPR,0,NA,NA,NA
10.1101/2020.07.27.212076,PPR193020,PPR,0,NA,NA,NA
10.1101/2020.01.12.902452,PPR109089,PPR,1,32978154,MED,Preprint of
10.1101/2020.10.15.340455,PPR227173,PPR,0,NA,NA,NA
10.1101/2020.05.13.094482,PPR162379,PPR,1,32517266,MED,Preprint of
10.1101/2020.07.15.203489,PPR188008,PPR,0,NA,NA,NA
10.1101/2020.09.25.309914,PPR219006,PPR,0,NA,NA,NA
10.1101/2020.11.30.405472,PPR247404,PPR,0,NA,NA,NA
10.1101/2020.02.17.951939,PPR113933,PPR,0,NA,NA,NA
10.1101/2020.10.28.359836,PPR232380,PPR,0,NA,NA,NA
10.1101/2020.11.10.376905,PPR236738,PPR,0,NA,NA,NA
10.1101/2020.11.24.396028,PPR243675,PPR,0,NA,NA,NA
10.1101/2020.04.21.053967,PPR153371,PPR,1,32683439,MED,Preprint of
10.1101/2020.06.05.136887,PPR172696,PPR,0,NA,NA,NA
10.1101/2020.04.17.046185,PPR152404,PPR,1,32623480,MED,Preprint of
10.1101/2020.02.04.933135,PPR112214,PPR,1,32200634,MED,Preprint of
10.1101/2020.07.26.222265,PPR192351,PPR,1,32846088,MED,Preprint of
10.1101/2020.10.04.325522,PPR222271,PPR,0,NA,NA,NA
10.1101/2020.06.19.161000,PPR178294,PPR,1,32697082,MED,Preprint of
10.1101/2020.04.20.051219,PPR154410,PPR,1,32384820,MED,Preprint of
10.1101/2020.09.22.308668,PPR218002,PPR,0,NA,NA,NA
10.1101/2020.04.30.071290,PPR157807,PPR,0,NA,NA,NA
10.1101/2020.08.28.270306,PPR207450,PPR,0,NA,NA,NA
10.1101/2020.05.01.073387,PPR157969,PPR,0,NA,NA,NA
10.1101/2020.10.08.331421,PPR223774,PPR,0,NA,NA,NA
10.1101/2020.07.12.199505,PPR187102,PPR,0,NA,NA,NA
10.1101/2020.11.23.394577,PPR242860,PPR,0,NA,NA,NA
10.1101/2020.06.14.151381,PPR176166,PPR,0,NA,NA,NA
10.1101/2020.07.31.231282,PPR195418,PPR,0,NA,NA,NA
10.1101/2020.07.28.225102,PPR193476,PPR,0,NA,NA,NA
10.1101/2020.04.10.036640,PPR150460,PPR,0,NA,NA,NA
10.1101/2020.04.26.062422,PPR155882,PPR,0,NA,NA,NA
10.1101/2020.12.04.411330,PPR249055,PPR,0,NA,NA,NA
10.1101/2020.10.15.340604,PPR226737,PPR,0,NA,NA,NA
10.1101/2020.05.13.092759,PPR162806,PPR,0,NA,NA,NA
10.1101/2020.06.06.112474,PPR174895,PPR,0,NA,NA,NA
10.1101/2020.07.16.205997,PPR188745,PPR,0,NA,NA,NA
10.1101/2020.06.30.177006,PPR182807,PPR,0,NA,NA,NA
10.1101/2020.06.23.167098,PPR179659,PPR,0,NA,NA,NA
10.1101/2020.05.01.072330,PPR157764,PPR,1,32581081,MED,Preprint of
10.1101/2020.05.02.073411,PPR157973,PPR,0,NA,NA,NA
10.1101/2020.09.22.308098,PPR218001,PPR,0,NA,NA,NA
10.1101/2020.05.28.122648,PPR169397,PPR,1,33029559,MED,Preprint of
10.1101/2020.04.20.052233,PPR153361,PPR,0,NA,NA,NA
10.1101/2020.06.17.156679,PPR177230,PPR,0,NA,NA,NA
10.1101/2020.09.25.313148,PPR219320,PPR,0,NA,NA,NA
10.1101/2020.04.02.019075,PPR139541,PPR,0,NA,NA,NA
10.1101/2020.08.15.252510,PPR201546,PPR,0,NA,NA,NA
10.1101/2020.09.21.300913,PPR217092,PPR,0,NA,NA,NA
10.1101/2020.06.03.131474,PPR171288,PPR,0,NA,NA,NA
10.1101/2020.04.17.046375,PPR152611,PPR,1,32376603,MED,Preprint of
10.1101/2020.10.13.338095,PPR226094,PPR,0,NA,NA,NA
10.1101/2020.11.03.366138,PPR234063,PPR,0,NA,NA,NA
10.1101/2020.04.17.042366,PPR152466,PPR,1,32570810,MED,Preprint of
10.1101/2020.08.10.243220,PPR199026,PPR,0,NA,NA,NA
10.1101/2020.07.24.205583,PPR192245,PPR,0,NA,NA,NA
10.1101/2020.11.11.378778,PPR237059,PPR,0,NA,NA,NA
10.1101/2020.08.05.237867,PPR197205,PPR,0,NA,NA,NA
10.1101/2020.11.04.369165,PPR235155,PPR,0,NA,NA,NA
10.1101/2020.07.28.224576,PPR193462,PPR,0,NA,NA,NA
10.1101/2020.04.03.024885,PPR150297,PPR,0,NA,NA,NA
10.1101/2020.07.22.216648,PPR191373,PPR,1,33068703,MED,Preprint of
10.1101/2020.06.19.159970,PPR178507,PPR,0,NA,NA,NA
10.1101/2020.06.06.138149,PPR172811,PPR,1,32673522,MED,Preprint of
10.1101/2020.11.01.361766,PPR233551,PPR,0,NA,NA,NA
10.1101/2020.08.01.232199,PPR195419,PPR,0,NA,NA,NA
10.1101/2020.05.12.091462,PPR162415,PPR,1,32651581,MED,Preprint of
10.1101/2020.05.11.088674,PPR161468,PPR,1,32540903,MED,Preprint of
10.1101/2020.05.21.108381,PPR166044,PPR,1,32868442,MED,Preprint of
10.1101/2020.03.02.968818,PPR116355,PPR,0,NA,NA,NA
10.1101/2020.02.21.959817,PPR114140,PPR,1,32365353,MED,Preprint of
10.1101/2020.04.21.050633,PPR155269,PPR,0,NA,NA,NA
10.1101/2020.05.13.093088,PPR162986,PPR,0,NA,NA,NA
10.1101/2020.06.24.169730,PPR180462,PPR,0,NA,NA,NA
10.1101/2020.06.08.139055,PPR173388,PPR,0,NA,NA,NA
10.1101/2020.04.07.028167,PPR148791,PPR,0,NA,NA,NA
10.1101/2020.09.08.286732,PPR212339,PPR,1,33301853,MED,Preprint of
10.1101/2020.04.06.028431,PPR151005,PPR,1,32814072,MED,Preprint of
10.1101/2020.04.22.055897,PPR154559,PPR,1,32610037,MED,Preprint of
10.1101/2020.10.14.337808,PPR226048,PPR,0,NA,NA,NA
10.1101/2020.11.16.384040,PPR239466,PPR,0,NA,NA,NA
10.1101/2020.10.31.363044,PPR234055,PPR,0,NA,NA,NA
10.1101/2020.09.15.275891,PPR214535,PPR,0,NA,NA,NA
10.1101/2020.08.14.251496,PPR201250,PPR,0,NA,NA,NA
10.1101/2020.06.27.174896,PPR181624,PPR,0,NA,NA,NA
10.1101/2020.11.06.370395,PPR235602,PPR,0,NA,NA,NA
10.1101/2020.05.20.104885,PPR165513,PPR,1,32742818,MED,Preprint of
10.1101/2020.03.26.009605,PPR130483,PPR,1,32575076,MED,Preprint of
10.1101/2020.07.22.215251,PPR191278,PPR,0,NA,NA,NA
10.1101/2020.09.10.286948,PPR212907,PPR,1,33242391,MED,Preprint of
10.1101/2020.09.25.313510,PPR218995,PPR,0,NA,NA,NA
10.1101/2020.03.16.990317,PPR117891,PPR,1,32303993,MED,Preprint of
10.1101/2020.06.13.149930,PPR175498,PPR,1,32794346,MED,Preprint of
10.1101/2020.11.10.377606,PPR237042,PPR,0,NA,NA,NA
10.1101/2020.11.29.402339,PPR246560,PPR,0,NA,NA,NA
10.1101/2020.08.21.262188,PPR204616,PPR,0,NA,NA,NA
10.1101/2020.05.21.109298,PPR166398,PPR,0,NA,NA,NA
10.1101/2020.04.21.052209,PPR154611,PPR,1,32651113,MED,Preprint of
10.1101/2020.02.10.942748,PPR113587,PPR,0,NA,NA,NA
10.1101/2020.03.30.015685,PPR138173,PPR,0,NA,NA,NA
10.1101/2020.05.14.097287,PPR163522,PPR,1,33166373,MED,Preprint of
10.1101/2020.06.01.127589,PPR170281,PPR,0,NA,NA,NA
10.1101/2020.11.16.384743,PPR238800,PPR,0,NA,NA,NA
10.1101/2020.10.04.325266,PPR222269,PPR,0,NA,NA,NA
10.1101/2020.08.02.233320,PPR196124,PPR,0,NA,NA,NA
10.1101/2020.04.17.046938,PPR152402,PPR,1,33071815,MED,Preprint of
10.1101/2020.08.14.244897,PPR201287,PPR,0,NA,NA,NA
10.1101/2020.10.04.325415,PPR222272,PPR,0,NA,NA,NA
10.1101/2020.06.08.138990,PPR173915,PPR,0,NA,NA,NA
10.1101/2020.04.08.033001,PPR149880,PPR,1,32545271,MED,Preprint of
10.1101/2020.05.02.072439,PPR157970,PPR,0,NA,NA,NA
10.1101/2020.04.14.040204,PPR151391,PPR,1,33254575,MED,Preprint of
10.1101/2020.05.16.099747,PPR164509,PPR,0,NA,NA,NA
10.1101/2020.06.10.144816,PPR174877,PPR,0,NA,NA,NA
10.1101/2020.04.01.019943,PPR138765,PPR,0,NA,NA,NA
10.1101/2020.10.26.353300,PPR231256,PPR,0,NA,NA,NA
10.1101/2020.04.27.064279,PPR155890,PPR,1,32988815,MED,Preprint of
10.1101/2020.10.07.328492,PPR223812,PPR,0,NA,NA,NA
10.1101/2020.07.02.184663,PPR184475,PPR,0,NA,NA,NA
10.1101/2020.11.17.387555,PPR240031,PPR,0,NA,NA,NA
10.1101/2020.07.09.196386,PPR186440,PPR,1,32798445,MED,Preprint of
10.1101/2020.08.28.271684,PPR207474,PPR,0,NA,NA,NA
10.1101/2020.03.20.999029,PPR118460,PPR,1,32434888,MED,Preprint of
10.1101/2020.11.18.389312,PPR240505,PPR,0,NA,NA,NA
10.1101/2020.05.05.079848,PPR159426,PPR,1,32787337,MED,Preprint of
10.1101/2020.05.18.101691,PPR164488,PPR,0,NA,NA,NA
10.1101/2020.12.01.407361,PPR248142,PPR,0,NA,NA,NA
10.1101/2020.07.22.216358,PPR190844,PPR,1,32978313,MED,Preprint of
10.1101/2020.11.08.372581,PPR236359,PPR,0,NA,NA,NA
10.1101/2020.08.28.255463,PPR207427,PPR,0,NA,NA,NA
10.1101/2020.06.25.172528,PPR180922,PPR,0,NA,NA,NA
10.1101/2020.03.21.001628,PPR118454,PPR,1,32396922,MED,Preprint of
10.1101/2020.09.23.309948,PPR217718,PPR,0,NA,NA,NA
10.1101/2020.10.15.342055,PPR227837,PPR,0,NA,NA,NA
10.1101/2020.10.21.349225,PPR228842,PPR,0,NA,NA,NA
10.1101/2020.09.24.285940,PPR218621,PPR,0,NA,NA,NA
10.1101/2020.08.26.269159,PPR206940,PPR,0,NA,NA,NA
10.1101/2020.04.19.048751,PPR153282,PPR,0,NA,NA,NA
10.1101/2020.04.07.030544,PPR151479,PPR,0,NA,NA,NA
10.1101/2020.10.28.358754,PPR231148,PPR,0,NA,NA,NA
10.1101/2020.12.04.410092,PPR249513,PPR,0,NA,NA,NA
10.1101/2020.03.10.986190,PPR117313,PPR,0,NA,NA,NA
10.1101/2020.05.29.122986,PPR169385,PPR,1,32881860,MED,Preprint of
10.1101/2020.11.04.367896,PPR234520,PPR,0,NA,NA,NA
10.1101/2020.06.21.163592,PPR178683,PPR,0,NA,NA,NA
10.1101/2020.04.28.065201,PPR156496,PPR,1,32673562,MED,Preprint of
10.1101/2020.03.27.012906,PPR130482,PPR,1,32398273,MED,Preprint of
10.1101/2020.06.11.140285,PPR174805,PPR,0,NA,NA,NA
10.1101/2020.08.03.235242,PPR196030,PPR,0,NA,NA,NA
10.1101/2020.07.03.186304,PPR183627,PPR,0,NA,NA,NA
10.1101/2020.05.16.088989,PPR164508,PPR,1,32721383,MED,Preprint of
10.1101/2020.04.08.026948,PPR149874,PPR,1,32893735,MED,Preprint of
10.1101/2020.11.01.362319,PPR233559,PPR,0,NA,NA,NA
10.1101/2020.06.29.174888,PPR181664,PPR,1,32979941,MED,Preprint of
10.1101/2020.07.10.194498,PPR186405,PPR,0,NA,NA,NA
10.1101/2020.04.27.063859,PPR155886,PPR,0,NA,NA,NA
10.1101/2020.06.26.174672,PPR181618,PPR,0,NA,NA,NA
10.1101/2020.11.30.405340,PPR247408,PPR,0,NA,NA,NA
10.1101/2020.04.07.029447,PPR150273,PPR,1,32536162,MED,Preprint of
10.1101/2020.07.06.190348,PPR184466,PPR,1,32993015,MED,Preprint of
10.1101/2020.04.07.029934,PPR149886,PPR,1,32592724,MED,Preprint of
10.1101/2020.06.12.128876,PPR175517,PPR,0,NA,NA,NA
10.1101/2020.09.09.290247,PPR212205,PPR,0,NA,NA,NA
10.1101/2020.09.24.311027,PPR218622,PPR,0,NA,NA,NA
10.1101/2020.07.20.213298,PPR189880,PPR,1,32978311,MED,Preprint of
10.1101/2020.09.12.294504,PPR213646,PPR,0,NA,NA,NA
10.1101/2020.10.02.324046,PPR221510,PPR,0,NA,NA,NA
10.1101/2020.04.27.065409,PPR156259,PPR,0,NA,NA,NA
10.1101/2020.06.18.159434,PPR177862,PPR,0,NA,NA,NA
10.1101/2020.08.15.250647,PPR201702,PPR,0,NA,NA,NA
10.1101/2020.04.20.049924,PPR153459,PPR,1,32568027,MED,Preprint of
10.1101/2020.08.13.249086,PPR202261,PPR,0,NA,NA,NA
10.1101/2020.07.22.212761,PPR191372,PPR,0,NA,NA,NA
10.1101/2020.11.15.383463,PPR238840,PPR,0,NA,NA,NA
10.1101/2020.06.08.138826,PPR173498,PPR,1,32839763,MED,Preprint of
10.1101/2020.08.24.265645,PPR206025,PPR,0,NA,NA,NA
10.1101/2020.05.16.099499,PPR164507,PPR,0,NA,NA,NA
10.1101/2020.09.25.313270,PPR218991,PPR,0,NA,NA,NA
10.1101/2020.03.27.012013,PPR130488,PPR,1,32371472,MED,Preprint of
10.1101/2020.04.03.024257,PPR139544,PPR,0,NA,NA,NA
10.1101/2020.07.25.221135,PPR192246,PPR,0,NA,NA,NA
10.1101/2020.02.16.951723,PPR114049,PPR,0,NA,NA,NA
10.1101/2020.06.17.158527,PPR178170,PPR,1,32855181,MED,Preprint of
10.1101/2020.11.05.370239,PPR235085,PPR,0,NA,NA,NA
10.1101/2020.08.31.276725,PPR208272,PPR,0,NA,NA,NA
10.1101/2020.08.31.275719,PPR208057,PPR,0,NA,NA,NA
10.1101/2020.05.05.079087,PPR159436,PPR,1,32974353,MED,Preprint of
10.1101/2020.12.03.409763,PPR248021,PPR,0,NA,NA,NA
10.1101/2020.09.28.317685,PPR220265,PPR,1,33184236,MED,Preprint of
10.1101/2020.10.27.358259,PPR231784,PPR,0,NA,NA,NA
10.1101/2020.03.28.013508,PPR134204,PPR,0,NA,NA,NA
10.1101/2020.04.10.023358,PPR150399,PPR,1,32435508,MED,Preprint of
10.1101/2020.10.08.331645,PPR223698,PPR,0,NA,NA,NA
10.1101/2020.04.20.052217,PPR153380,PPR,0,NA,NA,NA
10.1101/2020.06.27.174953,PPR181617,PPR,0,NA,NA,NA
10.1101/2020.05.27.118752,PPR168170,PPR,1,32898469,MED,Preprint of
10.1101/2020.11.09.374082,PPR236358,PPR,0,NA,NA,NA
10.1101/2020.03.27.009480,PPR130489,PPR,1,32818852,MED,Preprint of
10.1101/2020.06.02.130955,PPR171277,PPR,0,NA,NA,NA
10.1101/2020.10.19.344911,PPR227817,PPR,0,NA,NA,NA
10.1101/2020.08.04.234153,PPR196533,PPR,0,NA,NA,NA
10.1101/2020.05.26.117069,PPR167640,PPR,0,NA,NA,NA
10.1101/2020.08.03.233866,PPR196119,PPR,1,32855259,MED,Preprint of
10.1101/2020.04.30.069039,PPR157803,PPR,0,NA,NA,NA
10.1101/2020.08.26.267831,PPR206462,PPR,0,NA,NA,NA
10.1101/2020.06.19.154930,PPR178510,PPR,1,32821033,MED,Preprint of
10.1101/2020.10.07.329771,PPR223256,PPR,0,NA,NA,NA
10.1101/2020.07.28.224733,PPR193465,PPR,0,NA,NA,NA
10.1101/2020.12.02.409037,PPR248020,PPR,0,NA,NA,NA
10.1101/2020.07.10.197343,PPR186416,PPR,0,NA,NA,NA
10.1101/2020.09.24.312553,PPR218999,PPR,0,NA,NA,NA
10.1101/2020.10.02.324145,PPR221509,PPR,0,NA,NA,NA
10.1101/2020.08.14.250928,PPR201258,PPR,0,NA,NA,NA
10.1101/2020.06.24.167049,PPR180050,PPR,0,NA,NA,NA
10.1101/2020.08.18.255810,PPR202760,PPR,0,NA,NA,NA
10.1101/2020.11.10.376673,PPR236718,PPR,0,NA,NA,NA
10.1101/2020.10.06.328369,PPR222619,PPR,0,NA,NA,NA
10.1101/2020.07.14.201616,PPR187610,PPR,1,32970989,MED,Preprint of
10.1101/2020.08.20.258087,PPR203932,PPR,0,NA,NA,NA
10.1101/2020.07.09.196188,PPR186458,PPR,0,NA,NA,NA
10.1101/2020.07.21.212639,PPR189879,PPR,0,NA,NA,NA
10.1101/2020.05.28.122291,PPR169402,PPR,0,NA,NA,NA
10.1101/2020.07.07.191007,PPR185466,PPR,0,NA,NA,NA
10.1101/2020.10.09.332858,PPR224278,PPR,0,NA,NA,NA
10.1101/2020.06.05.136481,PPR172476,PPR,0,NA,NA,NA
10.1101/2020.06.20.137687,PPR178688,PPR,1,32946524,MED,Preprint of
10.1101/2020.08.25.265561,PPR206029,PPR,0,NA,NA,NA
10.1101/2020.06.30.175695,PPR182311,PPR,1,32979316,MED,Preprint of
10.1101/2020.06.29.174623,PPR181612,PPR,0,NA,NA,NA
10.1101/2020.09.04.282780,PPR210803,PPR,0,NA,NA,NA
10.1101/2020.09.12.294066,PPR213788,PPR,0,NA,NA,NA
10.1101/2020.11.18.388850,PPR240521,PPR,0,NA,NA,NA
10.1101/2020.08.04.235002,PPR196537,PPR,1,33028154,MED,Preprint of
10.1101/2020.08.07.241810,PPR198369,PPR,0,NA,NA,NA
10.1101/2020.06.01.127605,PPR170271,PPR,1,32966582,MED,Preprint of
10.1101/2020.08.20.259937,PPR204422,PPR,0,NA,NA,NA
10.1101/2020.10.10.334458,PPR225027,PPR,0,NA,NA,NA
10.1101/2020.07.13.201509,PPR187607,PPR,0,NA,NA,NA
10.1101/2020.11.04.364315,PPR234515,PPR,0,NA,NA,NA
10.1101/2020.08.30.274464,PPR207726,PPR,0,NA,NA,NA
10.1101/2020.12.10.413609,PPR250957,PPR,0,NA,NA,NA
10.1101/2020.03.14.988345,PPR117474,PPR,0,NA,NA,NA
10.1101/2020.04.16.044503,PPR152256,PPR,1,32641684,MED,Preprint of
10.1101/2020.05.01.073262,PPR157935,PPR,0,NA,NA,NA
10.1101/2020.04.23.056309,PPR155067,PPR,1,32595356,MED,Preprint of
10.1101/2020.03.24.004655,PPR118666,PPR,1,32416070,MED,Preprint of
10.1101/2020.08.27.269738,PPR206896,PPR,0,NA,NA,NA
10.1101/2020.08.13.248872,PPR201251,PPR,0,NA,NA,NA
10.1101/2020.06.11.145920,PPR174873,PPR,0,NA,NA,NA
10.1101/2020.06.15.150482,PPR179701,PPR,0,NA,NA,NA
10.1101/2020.05.21.108563,PPR166676,PPR,1,33155530,MED,Preprint of
10.1101/2020.08.07.242271,PPR199511,PPR,1,32935872,MED,Preprint of
10.1101/2020.06.13.150250,PPR175636,PPR,1,32930052,MED,Preprint of
10.1101/2020.08.24.264630,PPR205471,PPR,0,NA,NA,NA
10.1101/2020.06.05.135921,PPR172477,PPR,0,NA,NA,NA
10.1101/2020.04.01.021196,PPR139254,PPR,0,NA,NA,NA
10.1101/2020.07.07.191676,PPR185082,PPR,1,32908316,MED,Preprint of
10.1101/2020.09.10.290932,PPR213425,PPR,0,NA,NA,NA
10.1101/2020.09.18.302901,PPR217142,PPR,0,NA,NA,NA
10.1101/2020.12.10.420109,PPR252098,PPR,0,NA,NA,NA
10.1101/2020.10.23.342113,PPR229863,PPR,0,NA,NA,NA
10.1101/2020.08.26.269043,PPR206938,PPR,0,NA,NA,NA
10.1101/2020.06.09.141101,PPR174334,PPR,0,NA,NA,NA
10.1101/2020.05.11.088179,PPR161452,PPR,1,32941788,MED,Preprint of
10.1101/2020.08.03.234559,PPR196114,PPR,0,NA,NA,NA
10.1101/2020.06.08.107011,PPR173900,PPR,0,NA,NA,NA
10.1101/2020.08.16.252973,PPR202262,PPR,0,NA,NA,NA
10.1101/2020.08.18.256776,PPR203360,PPR,0,NA,NA,NA
10.1101/2020.04.25.060350,PPR155252,PPR,1,32358202,MED,Preprint of
10.1101/2020.06.05.135699,PPR172475,PPR,0,NA,NA,NA
10.1101/2020.09.14.296178,PPR214462,PPR,0,NA,NA,NA
10.1101/2020.07.31.228486,PPR194955,PPR,0,NA,NA,NA
10.1101/2020.10.02.324228,PPR221458,PPR,0,NA,NA,NA
10.1101/2020.05.06.050260,PPR160444,PPR,0,NA,NA,NA
10.1101/2020.03.26.994756,PPR130484,PPR,0,NA,NA,NA
10.1101/2020.08.10.241414,PPR199039,PPR,0,NA,NA,NA
10.1101/2020.08.20.258376,PPR203898,PPR,0,NA,NA,NA
10.1101/2020.10.23.352344,PPR230037,PPR,0,NA,NA,NA
10.1101/2020.11.04.367359,PPR234511,PPR,0,NA,NA,NA
10.1101/2020.07.01.182741,PPR182793,PPR,0,NA,NA,NA
10.1101/2020.03.13.991455,PPR117476,PPR,1,32246845,MED,Preprint of
10.1101/2020.03.31.013268,PPR138434,PPR,0,NA,NA,NA
10.1101/2020.07.23.208041,PPR191374,PPR,1,33281748,MED,Preprint of
10.1101/2020.10.28.358945,PPR231772,PPR,0,NA,NA,NA
10.1101/2020.09.15.298604,PPR214542,PPR,0,NA,NA,NA
10.1101/2020.12.12.422516,PPR252888,PPR,0,NA,NA,NA
10.1101/2020.07.17.208439,PPR189202,PPR,1,33119712,MED,Preprint of
10.1101/2020.10.13.337212,PPR226630,PPR,0,NA,NA,NA
10.1101/2020.04.29.069476,PPR157413,PPR,1,32452762,MED,Preprint of
10.1101/2020.06.09.082834,PPR174308,PPR,0,NA,NA,NA
10.1101/2020.06.27.175430,PPR181543,PPR,0,NA,NA,NA
10.1101/2020.10.23.352294,PPR230738,PPR,0,NA,NA,NA
10.1101/2020.10.27.357558,PPR231255,PPR,0,NA,NA,NA
10.1101/2020.08.28.271635,PPR207476,PPR,0,NA,NA,NA
10.1101/2020.05.08.084327,PPR160891,PPR,0,NA,NA,NA
10.1101/2020.05.04.077842,PPR159101,PPR,0,NA,NA,NA
10.1101/2020.06.29.178509,PPR182307,PPR,0,NA,NA,NA
10.1101/2020.10.12.335083,PPR225025,PPR,1,33232769,MED,Preprint of
10.1101/2020.05.10.087288,PPR160903,PPR,0,NA,NA,NA
10.1101/2020.06.29.175844,PPR181636,PPR,1,33295606,MED,Preprint of
10.1101/2020.07.17.209288,PPR189337,PPR,1,33009246,MED,Preprint of
10.1101/2020.12.04.409144,PPR249184,PPR,0,NA,NA,NA
10.1101/2020.07.29.227462,PPR194589,PPR,0,NA,NA,NA
10.1101/2020.05.01.072371,PPR157795,PPR,1,33020502,MED,Preprint of
10.1101/2020.09.30.317818,PPR220598,PPR,0,NA,NA,NA
10.1101/2020.04.29.068486,PPR156923,PPR,0,NA,NA,NA
10.1101/2020.07.16.207308,PPR189258,PPR,0,NA,NA,NA
10.1101/2020.06.23.167064,PPR179657,PPR,1,33208793,MED,Preprint of
10.1101/2020.07.31.230243,PPR194960,PPR,0,NA,NA,NA
10.1101/2020.05.20.106575,PPR165514,PPR,1,32876341,MED,Preprint of
10.1101/2020.05.14.097170,PPR163538,PPR,1,32920121,MED,Preprint of
10.1101/2020.05.29.123612,PPR169395,PPR,1,33119657,MED,Preprint of
10.1101/2020.11.25.398578,PPR245046,PPR,0,NA,NA,NA
10.1101/2020.08.28.271163,PPR207475,PPR,0,NA,NA,NA
10.1101/2020.09.30.320903,PPR220593,PPR,0,NA,NA,NA
10.1101/2020.10.27.357731,PPR231254,PPR,0,NA,NA,NA
10.1101/2020.06.06.138339,PPR173408,PPR,1,32715310,MED,Preprint of
10.1101/2020.03.21.001933,PPR118506,PPR,1,32837536,MED,Preprint of
10.1101/2020.10.19.345363,PPR227828,PPR,0,NA,NA,NA
10.1101/2020.05.15.098616,PPR163487,PPR,0,NA,NA,NA
10.1101/2020.07.23.217430,PPR191370,PPR,0,NA,NA,NA
10.1101/2020.05.18.101493,PPR164482,PPR,0,NA,NA,NA
10.1101/2020.05.01.072728,PPR157801,PPR,0,NA,NA,NA
10.1101/2020.07.20.210534,PPR189981,PPR,0,NA,NA,NA
10.1101/2020.06.02.131144,PPR171903,PPR,0,NA,NA,NA
10.1101/2020.09.14.295824,PPR214117,PPR,0,NA,NA,NA
10.1101/2020.07.05.188367,PPR184556,PPR,0,NA,NA,NA
10.1101/2020.12.06.413682,PPR250002,PPR,0,NA,NA,NA
10.1101/2020.03.17.995795,PPR118405,PPR,1,32803225,MED,Preprint of
10.1101/2020.04.10.035865,PPR151001,PPR,1,32614448,MED,Preprint of
10.1101/2020.05.23.112284,PPR167631,PPR,0,NA,NA,NA
10.1101/2020.07.09.195040,PPR185961,PPR,0,NA,NA,NA
10.1101/2020.02.25.965582,PPR115294,PPR,0,NA,NA,NA
10.1101/2020.06.05.137380,PPR172695,PPR,0,NA,NA,NA
10.1101/2020.03.23.002832,PPR127035,PPR,0,NA,NA,NA
10.1101/2020.03.26.009209,PPR137974,PPR,0,NA,NA,NA
10.1101/2020.04.10.035824,PPR150387,PPR,0,NA,NA,NA
10.1101/2020.08.04.234880,PPR196530,PPR,0,NA,NA,NA
10.1101/2020.08.27.270835,PPR207480,PPR,0,NA,NA,NA
10.1101/2020.08.17.255166,PPR202759,PPR,0,NA,NA,NA
10.1101/2020.06.23.165415,PPR179698,PPR,1,33149112,MED,Preprint of
