source,identifier,posted_date,is_preprint_of,preprint_of_doi,is_published_CSHL,published_doi_CSHL
bioRxiv,10.1101/2020.08.04.234880,2020-08-04,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.08.27.270835,2020-08-28,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.08.17.255166,2020-08-18,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.06.23.165415,2020-06-23,is_preprint_of,10.1038/s41467-020-19204-y,TRUE,10.1038/s41467-020-19204-y
bioRxiv,10.1101/2020.05.05.078956,2020-05-05,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.04.22.055608,2020-04-25,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.09.14.296715,2020-09-14,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.10.20.347153,2020-10-21,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.04.06.027805,2020-04-08,is_preprint_of,10.1186/s13073-020-00767-w,TRUE,10.1186/s13073-020-00767-w
bioRxiv,10.1101/2020.09.25.310078,2020-09-25,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.08.28.271601,2020-08-28,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.03.30.016832,2020-03-31,is_preprint_of,10.1038/s41598-020-72533-2,TRUE,10.1038/s41598-020-72533-2
bioRxiv,10.1101/2020.05.15.097493,2020-05-15,is_preprint_of,10.1021/acs.biochem.0c00462,TRUE,10.1021/acs.biochem.0c00462
bioRxiv,10.1101/2020.03.29.014290,2020-03-31,is_preprint_of,10.1080/22221751.2020.1782271,TRUE,10.1080/22221751.2020.1782271
bioRxiv,10.1101/2020.04.11.037382,2020-04-12,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.11.24.395459,2020-11-25,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.10.12.335562,2020-10-12,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.11.17.387902,2020-11-18,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.10.13.334532,2020-10-13,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.07.28.225078,2020-07-28,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.10.13.337287,2020-10-13,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.09.04.282640,2020-09-04,is_preprint_of,10.1371/journal.pone.0239303,TRUE,10.1371/journal.pone.0239303
bioRxiv,10.1101/2020.08.26.269183,2020-08-27,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.06.05.135996,2020-06-05,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.02.07.937862,2020-02-11,is_preprint_of,10.1038/s41564-020-0695-z,TRUE,10.1038/s41564-020-0695-z
bioRxiv,10.1101/2020.07.26.222026,2020-07-27,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.07.09.194027,2020-07-10,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.04.21.051201,2020-04-21,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.12.01.407015,2020-12-02,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.10.14.338053,2020-10-15,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.06.19.161687,2020-06-19,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.04.17.046193,2020-04-17,is_preprint_of,10.1080/22221751.2020.1791737,TRUE,10.1080/22221751.2020.1791737
bioRxiv,10.1101/2020.04.20.048066,2020-04-20,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.08.06.240325,2020-08-06,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.04.18.047951,2020-04-18,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.12.04.412098,2020-12-06,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.08.29.271015,2020-08-29,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.05.26.116020,2020-05-26,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.08.03.234005,2020-08-03,is_preprint_of,10.1371/journal.pone.0237689,TRUE,10.1371/journal.pone.0237689
bioRxiv,10.1101/2020.10.13.338541,2020-10-14,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.07.16.206680,2020-07-17,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.10.21.348854,2020-10-24,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.02.08.939892,2020-02-18,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.04.16.045617,2020-04-17,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.08.29.273425,2020-08-29,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.04.08.029769,2020-04-09,is_preprint_of,10.1038/s41467-020-17834-w,TRUE,10.1038/s41467-020-17834-w
bioRxiv,10.1101/2020.07.13.200188,2020-07-13,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.04.10.022103,2020-04-10,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.07.23.217703,2020-07-24,is_preprint_of,10.1038/s41590-020-0762-x,TRUE,10.1038/s41590-020-0762-x
bioRxiv,10.1101/2020.05.06.081695,2020-05-07,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.10.20.347187,2020-10-20,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.09.14.296806,2020-09-14,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.01.26.919985,2020-01-26,is_preprint_of,10.1164/rccm.202001-0179LE,TRUE,10.1164/rccm.202001-0179le
bioRxiv,10.1101/2020.09.11.281782,2020-09-11,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.06.13.149690,2020-06-14,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.07.23.217059,2020-07-24,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.11.18.388280,2020-11-18,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.06.12.148916,2020-06-13,is_preprint_of,10.1016/j.cell.2020.10.001,TRUE,10.1016/j.cell.2020.10.001
bioRxiv,10.1101/2020.10.10.331348,2020-10-11,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.07.23.212357,2020-07-23,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.05.28.121640,2020-05-28,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.07.13.201277,2020-07-14,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.10.19.343954,2020-10-19,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.02.16.951913,2020-02-21,NA,NA,TRUE,10.1016/j.bbrc.2020.03.044
bioRxiv,10.1101/2020.07.20.212837,2020-07-21,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.11.09.374272,2020-11-09,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.12.08.416875,2020-12-09,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.12.037580,2020-04-14,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.07.07.184374,2020-07-07,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.03.26.010322,2020-03-28,is_preprint_of,10.1126/science.abb9983,TRUE,10.1126/science.abb9983
bioRxiv,10.1101/2020.03.28.013276,2020-03-29,is_preprint_of,10.1074/mcp.ra120.002295,TRUE,10.1074/mcp.ra120.002295
bioRxiv,10.1101/2020.05.06.079046,2020-05-08,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.11.05.368647,2020-11-05,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.10.22.351056,2020-10-22,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.09.09.288704,2020-09-09,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.07.04.187435,2020-07-05,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.05.30.125856,2020-05-31,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.08.07.242156,2020-08-10,is_preprint_of,10.1038/s41598-020-73641-9,TRUE,10.1038/s41598-020-73641-9
bioRxiv,10.1101/2020.10.09.334136,2020-10-10,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.02.03.931766,2020-02-04,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.04.26.063024,2020-04-27,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.06.11.147199,2020-06-12,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.04.10.035683,2020-04-14,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.10.22.351569,2020-10-23,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.09.01.278689,2020-09-02,is_preprint_of,10.1038/s41586-020-2895-3,TRUE,10.1038/s41586-020-2895-3
bioRxiv,10.1101/2020.04.29.069054,2020-04-30,is_preprint_of,10.1016/j.cell.2020.06.043,TRUE,10.1016/j.cell.2020.06.043
bioRxiv,10.1101/2020.02.22.951178,2020-02-27,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.07.07.191973,2020-07-07,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.08.18.255570,2020-08-18,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.12.07.414706,2020-12-07,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.08.14.251207,2020-08-14,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.07.25.192310,2020-07-25,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.05.27.117127,2020-05-30,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.06.08.141127,2020-06-09,is_preprint_of,10.1371/journal.pgen.1009175,TRUE,10.1371/journal.pgen.1009175
bioRxiv,10.1101/2020.07.10.197814,2020-07-10,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.11.22.389056,2020-11-23,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.08.25.266437,2020-08-25,NA,NA,TRUE,10.1128/mbio.02451-20
bioRxiv,10.1101/2020.04.23.056838,2020-04-24,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.05.12.091090,2020-05-12,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.11.12.380394,2020-11-12,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.06.26.174557,2020-06-29,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.10.23.344085,2020-10-23,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.02.27.967422,2020-03-02,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.06.24.162941,2020-06-24,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.03.04.975995,2020-03-04,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.08.06.234674,2020-08-06,is_preprint_of,10.1126/science.abe1502,TRUE,10.1126/science.abe1502
bioRxiv,10.1101/2020.03.28.013789,2020-03-31,is_preprint_of,10.1093/nar/gkaa864,TRUE,10.1093/nar/gkaa864
bioRxiv,10.1101/2020.05.15.097980,2020-05-15,is_preprint_of,10.1038/s41467-020-17495-9,TRUE,10.1038/s41467-020-17495-9
bioRxiv,10.1101/2020.04.23.057265,2020-04-23,is_preprint_of,10.1016/j.celrep.2020.107774,TRUE,10.1016/j.celrep.2020.107774
bioRxiv,10.1101/2020.02.27.968008,2020-03-02,is_preprint_of,10.3390/ijms21093099,TRUE,10.3390/ijms21093099
bioRxiv,10.1101/2020.04.07.023903,2020-04-09,is_preprint_of,10.1038/s41586-020-2349-y,TRUE,10.1038/s41586-020-2349-y
bioRxiv,10.1101/2020.07.29.227249,2020-07-29,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.07.04.187757,2020-07-04,is_preprint_of,10.1016/j.cell.2020.09.032,TRUE,10.1016/j.cell.2020.09.032
bioRxiv,10.1101/2020.09.17.300335,2020-09-17,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.03.13.991083,2020-03-15,is_preprint_of,10.1074/jbc.ac120.013449,TRUE,10.1074/jbc.ac120.013449
bioRxiv,10.1101/2020.10.13.336800,2020-10-13,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.07.08.194084,2020-07-08,is_preprint_of,10.1016/j.cell.2020.07.033,TRUE,10.1016/j.cell.2020.07.033
bioRxiv,10.1101/2020.06.02.129098,2020-06-02,is_preprint_of,10.1126/science.abc5881,TRUE,10.1126/science.abc5881
bioRxiv,10.1101/2020.03.26.010165,2020-03-28,is_preprint_of,10.1016/j.cell.2020.04.031,TRUE,10.1016/j.cell.2020.04.031
bioRxiv,10.1101/2020.06.12.148692,2020-06-12,is_preprint_of,10.1038/s41467-020-19231-9,TRUE,10.1038/s41467-020-19231-9
bioRxiv,10.1101/2020.11.01.363812,2020-11-02,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.10.06.328336,2020-10-06,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.04.09.033233,2020-04-09,is_preprint_of,10.1038/s41594-020-0440-6,TRUE,10.1038/s41594-020-0440-6
bioRxiv,10.1101/2020.07.17.208959,2020-07-18,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.04.08.032763,2020-04-09,is_preprint_of,10.1126/science.abc1560,TRUE,10.1126/science.abc1560
bioRxiv,10.1101/2020.10.21.347690,2020-10-21,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.06.12.148387,2020-06-13,is_preprint_of,10.1038/s41594-020-0480-y,TRUE,10.1038/s41594-020-0480-y
bioRxiv,10.1101/2020.02.19.956946,2020-02-20,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.05.18.102467,2020-05-18,is_preprint_of,10.1126/science.abc8665,TRUE,10.1126/science.abc8665
bioRxiv,10.1101/2020.06.08.141267,2020-06-09,is_preprint_of,10.1126/science.abd2321,TRUE,10.1126/science.abd2321
bioRxiv,10.1101/2020.10.26.355099,2020-10-26,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.04.26.061705,2020-04-26,is_preprint_of,10.1038/s41467-020-17496-8,TRUE,10.1038/s41467-020-17496-8
bioRxiv,10.1101/2020.04.02.022194,2020-04-05,NA,NA,TRUE,10.1371/journal.ppat.1009100
bioRxiv,10.1101/2020.10.19.345470,2020-10-19,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.05.24.113175,2020-05-24,is_preprint_of,10.1093/bioinformatics/btaa744,TRUE,10.1093/bioinformatics/btaa744
bioRxiv,10.1101/2020.04.21.052639,2020-04-22,is_preprint_of,10.3934/microbiol.2020021,TRUE,10.3934/microbiol.2020021
bioRxiv,10.1101/2020.11.27.401117,2020-11-27,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.04.01.019299,2020-04-03,is_preprint_of,10.2196/19371,TRUE,10.2196/19371
bioRxiv,10.1101/2020.09.08.288191,2020-09-08,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.08.30.273920,2020-08-30,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.09.09.289074,2020-09-09,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.02.10.942136,2020-02-14,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.10.13.337980,2020-10-13,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.05.11.088781,2020-05-11,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.04.10.036533,2020-04-12,is_preprint_of,10.1021/acs.jpclett.0c01698,TRUE,10.1021/acs.jpclett.0c01698
bioRxiv,10.1101/2020.10.12.336016,2020-10-12,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.02.10.942185,2020-02-18,is_preprint_of,10.1016/j.jmb.2020.04.009,TRUE,10.1016/j.jmb.2020.04.009
bioRxiv,10.1101/2020.06.08.139907,2020-06-08,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.10.12.336818,2020-10-14,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.06.20.156224,2020-06-20,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.09.01.278952,2020-09-02,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.08.28.271965,2020-08-30,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.08.03.234872,2020-08-03,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.05.30.125484,2020-05-30,is_preprint_of,10.1126/science.abd0826,TRUE,10.1126/science.abd0826
bioRxiv,10.1101/2020.06.22.166033,2020-06-23,is_preprint_of,10.1016/j.celrep.2020.108322,TRUE,10.1016/j.celrep.2020.108322
bioRxiv,10.1101/2020.03.25.996348,2020-03-28,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.03.23.004176,2020-03-27,is_preprint_of,10.3389/fmedt.2020.553478,TRUE,10.3389/fmedt.2020.553478
bioRxiv,10.1101/2020.02.18.955195,2020-02-19,is_preprint_of,10.1017/S1431927620021923,FALSE,NA
bioRxiv,10.1101/2020.07.27.223727,2020-07-27,is_preprint_of,10.1126/sciadv.abe0751,TRUE,10.1126/sciadv.abe0751
bioRxiv,10.1101/2020.06.07.138677,2020-06-08,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.09.16.299362,2020-09-16,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.02.17.951848,2020-02-18,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.02.26.964882,2020-02-27,is_preprint_of,10.1038/s41586-020-2223-y,TRUE,10.1038/s41586-020-2223-y
bioRxiv,10.1101/2020.11.03.366757,2020-11-03,NA,NA,TRUE,10.1128/jvi.02019-20
bioRxiv,10.1101/2020.08.06.240192,2020-08-06,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.04.27.063180,2020-04-27,is_preprint_of,10.1038/s41586-020-2368-8,TRUE,10.1038/s41586-020-2368-8
bioRxiv,10.1101/2020.03.16.993386,2020-03-17,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.08.03.234716,2020-08-03,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.05.12.092171,2020-05-13,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.08.27.270637,2020-08-27,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.06.29.178343,2020-06-30,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.10.18.343715,2020-10-18,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.02.19.956581,2020-02-20,NA,NA,TRUE,10.1016/j.cell.2020.02.058
bioRxiv,10.1101/2020.05.26.116608,2020-05-26,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.05.28.121533,2020-05-29,is_preprint_of,10.1016/j.cell.2020.06.025,TRUE,10.1016/j.cell.2020.06.025
bioRxiv,10.1101/2020.07.09.195263,2020-07-09,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.06.27.174979,2020-06-27,is_preprint_of,10.1038/s41586-020-2665-2,TRUE,10.1038/s41586-020-2665-2
bioRxiv,10.1101/2020.05.26.116780,2020-05-26,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.10.05.327528,2020-10-06,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.07.30.228478,2020-07-30,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.03.07.981928,2020-03-08,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.10.27.358374,2020-10-28,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.08.12.247767,2020-08-12,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.04.15.037564,2020-04-18,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.05.06.081968,2020-05-07,is_preprint_of,10.1128/AAC.00900-20,TRUE,10.1128/aac.00900-20
bioRxiv,10.1101/2020.12.04.411660,2020-12-04,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.09.10.288548,2020-09-10,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.03.30.015347,2020-03-31,is_preprint_of,10.1126/science.abb7015,TRUE,10.1126/science.abb7015
bioRxiv,10.1101/2020.09.29.317289,2020-09-29,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.08.27.263988,2020-08-27,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.08.19.256800,2020-08-20,is_preprint_of,10.3201/eid2612.203733,TRUE,10.3201/eid2612.203733
bioRxiv,10.1101/2020.08.15.252395,2020-08-16,is_preprint_of,10.1080/22221751.2020.1831405,TRUE,10.1080/22221751.2020.1831405
bioRxiv,10.1101/2020.04.30.029736,2020-04-30,is_preprint_of,10.1038/s41598-020-72563-w,TRUE,10.1038/s41598-020-72563-w
bioRxiv,10.1101/2020.11.10.374587,2020-11-10,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.06.25.171009,2020-06-26,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.06.07.138925,2020-06-09,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.04.16.045419,2020-04-18,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.05.29.109702,2020-05-29,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.07.14.202028,2020-07-14,is_preprint_of,10.15252/embj.2020106267,TRUE,10.15252/embj.2020106267
bioRxiv,10.1101/2020.10.29.361048,2020-10-29,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.05.29.124107,2020-06-01,is_preprint_of,10.1016/j.fct.2020.111702,TRUE,10.1016/j.fct.2020.111702
bioRxiv,10.1101/2020.04.20.052019,2020-04-21,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.05.30.125740,2020-05-31,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.06.05.137349,2020-06-06,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.06.24.169334,2020-06-24,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.06.02.129312,2020-06-02,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.10.06.327445,2020-10-06,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.06.23.165324,2020-06-23,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.04.06.028522,2020-04-10,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.05.21.108308,2020-05-23,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.05.21.109835,2020-05-22,is_preprint_of,10.1093/bib/bbaa233,TRUE,10.1093/bib/bbaa233
bioRxiv,10.1101/2020.05.26.115923,2020-05-26,is_preprint_of,10.3389/fimmu.2020.589380,TRUE,10.3389/fimmu.2020.589380
bioRxiv,10.1101/2020.07.12.199059,2020-07-12,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.06.01.127829,2020-06-01,NA,NA,TRUE,10.1038/s42003-020-01470-7
bioRxiv,10.1101/2020.04.23.057810,2020-04-23,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.06.16.154708,2020-06-16,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.10.16.342782,2020-10-16,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.08.19.257022,2020-08-21,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.07.27.222836,2020-07-27,is_preprint_of,10.1080/22221751.2020.1829082,TRUE,10.1080/22221751.2020.1829082
bioRxiv,10.1101/2020.02.05.935387,2020-02-13,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.05.29.123976,2020-05-29,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.08.20.259721,2020-08-21,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.11.01.363739,2020-11-02,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.05.04.077735,2020-05-04,is_preprint_of,10.1093/ve/veaa061,TRUE,10.1093/ve/veaa061
bioRxiv,10.1101/2020.05.05.078501,2020-05-05,is_preprint_of,10.1128/jcm.01187-20,TRUE,10.1128/jcm.01187-20
bioRxiv,10.1101/2020.10.31.362848,2020-11-01,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.01.24.915157,2020-01-24,is_preprint_of,10.1002/jmv.25688,TRUE,10.1002/jmv.25688
bioRxiv,10.1101/2020.02.29.971093,2020-03-02,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.11.03.365270,2020-11-03,NA,NA,TRUE,10.1016/j.jmb.2020.166748
bioRxiv,10.1101/2020.04.07.030684,2020-04-09,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.12.04.412494,2020-12-06,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.07.22.214254,2020-07-24,is_preprint_of,10.1021/acs.jpclett.0c02341,TRUE,10.1021/acs.jpclett.0c02341
bioRxiv,10.1101/2020.09.15.296228,2020-09-15,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.04.24.060376,2020-04-24,is_preprint_of,10.1002/jmv.25985,TRUE,10.1002/jmv.25985
bioRxiv,10.1101/2020.07.14.201954,2020-07-14,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.04.22.054981,2020-04-23,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.03.12.988865,2020-03-14,is_preprint_of,10.1016/j.cell.2020.04.011,TRUE,10.1016/j.cell.2020.04.011
bioRxiv,10.1101/2020.11.04.355842,2020-11-05,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.05.07.082909,2020-05-07,is_preprint_of,10.1038/s41586-020-2739-1,TRUE,10.1038/s41586-020-2739-1
bioRxiv,10.1101/2020.09.14.296327,2020-09-14,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.04.23.057786,2020-04-25,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.09.18.303420,2020-09-18,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.09.23.308239,2020-09-23,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.04.17.047498,2020-04-20,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.12.08.417022,2020-12-09,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.06.12.148726,2020-06-12,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.07.21.214932,2020-07-22,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.11.17.386532,2020-11-17,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.08.05.238394,2020-08-05,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.01.30.927806,2020-01-31,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.07.22.213926,2020-07-22,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.09.03.280727,2020-09-03,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.06.25.170639,2020-06-25,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.06.09.142877,2020-06-10,is_preprint_of,10.1021/acsnano.0c04798,TRUE,10.1021/acsnano.0c04798
bioRxiv,10.1101/2020.07.15.203059,2020-07-15,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.11.02.365015,2020-11-02,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.10.09.333948,2020-10-12,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.10.16.341883,2020-10-16,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.08.17.254979,2020-08-18,NA,NA,TRUE,10.1038/s41392-020-00408-z
bioRxiv,10.1101/2020.10.13.338038,2020-10-14,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.05.21.109322,2020-05-23,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.06.19.162529,2020-06-20,is_preprint_of,10.1128/JVI.01246-20,TRUE,10.1128/jvi.01246-20
bioRxiv,10.1101/2020.06.08.141366,2020-06-09,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.02.05.935072,2020-02-11,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.07.07.190546,2020-07-07,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.11.17.378992,2020-11-18,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.10.26.355107,2020-10-26,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.04.14.041228,2020-04-15,is_preprint_of,10.1016/j.virol.2020.05.002,TRUE,10.1016/j.virol.2020.05.002
bioRxiv,10.1101/2020.09.16.300459,2020-09-16,is_preprint_of,10.1016/j.bpj.2020.10.036,TRUE,10.1016/j.bpj.2020.10.036
bioRxiv,10.1101/2020.07.18.210013,2020-07-20,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.09.30.318311,2020-09-30,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.07.29.226555,2020-07-29,NA,NA,FALSE,NA
bioRxiv,10.1101/2020.10.26.355677,2020-10-26,NA,NA,FALSE,NA
