source,identifier,posted_date,is_preprint_of,preprint_of_doi,published_date,published_journal,published_publisher,delay_in_days
bioRxiv,10.1101/2020.07.17.207563,2020-07-18,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.05.079202,2020-05-06,is_preprint_of,10.1016/j.chom.2020.06.010,2020-06-19,Cell Host & Microbe,Elsevier BV,44
bioRxiv,10.1101/2020.10.08.332544,2020-10-09,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.03.074914,2020-05-03,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.08.18.256446,2020-08-19,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.18.102038,2020-05-18,is_preprint_of,10.1016/j.chom.2020.06.021,2020-07-03,Cell Host & Microbe,Elsevier BV,46
bioRxiv,10.1101/2020.09.22.308338,2020-09-22,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.09.06.285023,2020-09-06,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.07.31.231472,2020-07-31,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.03.30.016147,2020-04-01,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.07.26.221861,2020-07-26,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.30.181446,2020-07-01,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.09.24.312165,2020-09-25,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.07.25.221036,2020-07-26,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.21.108506,2020-05-21,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.19.158717,2020-06-19,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.09.27.312538,2020-09-28,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.02.21.959973,2020-02-22,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.07.30.228213,2020-07-30,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.06.026765,2020-04-08,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.03.25.009084,2020-03-27,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.09.11.293951,2020-09-14,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.08.09.243451,2020-08-10,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.19.100214,2020-05-19,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.07.25.221291,2020-07-26,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.09.06.284976,2020-09-06,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.15.152157,2020-06-15,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.13.092478,2020-05-14,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.03.11.983056,2020-03-12,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.03.04.977736,2020-03-07,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.01.21.914929,2020-01-23,is_preprint_of,10.1128/aac.00086-20,2020-04-09,Antimicrobial Agents and Chemotherapy,American Society for Microbiology,77
bioRxiv,10.1101/2020.05.07.082107,2020-05-08,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.16.099788,2020-05-17,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.10.07.330068,2020-10-07,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.18.160648,2020-06-19,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.03.18.997585,2020-03-20,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.03.12.989186,2020-03-14,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.01.30.927574,2020-01-31,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.08.18.256578,2020-08-19,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.03.13.990036,2020-03-14,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.04.135012,2020-06-04,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.07.27.223495,2020-07-27,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.01.071985,2020-05-01,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.05.026377,2020-04-10,is_preprint_of,10.1016/j.virusres.2020.198021,2020-05-15,Virus Research,Elsevier BV,35
bioRxiv,10.1101/2020.07.29.227389,2020-07-29,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.21.052530,2020-04-22,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.09.142372,2020-06-10,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.02.022384,2020-04-05,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.27.120238,2020-05-30,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.23.057307,2020-04-26,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.08.13.249847,2020-08-14,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.21.108043,2020-05-22,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.08.11.246678,2020-08-11,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.06.028902,2020-04-10,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.28.122671,2020-05-29,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.20.052258,2020-04-25,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.27.120204,2020-05-28,is_preprint_of,10.1016/j.pep.2020.105686,2020-06-04,Protein Expression and Purification,Elsevier BV,7
bioRxiv,10.1101/2020.06.02.129775,2020-06-02,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.07.23.217174,2020-07-23,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.16.153403,2020-06-16,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.22.165035,2020-06-23,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.31.116061,2020-05-31,is_preprint_of,10.1038/s41467-020-17687-3,2020-08-25,Nature Communications,Springer Science and Business Media LLC,86
bioRxiv,10.1101/2020.04.30.070771,2020-04-30,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.12.091397,2020-05-13,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.03.29.014209,2020-03-30,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.14.149831,2020-06-15,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.12.147819,2020-06-13,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.07.24.219097,2020-07-24,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.08.03.233718,2020-08-03,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.08.13.249904,2020-08-14,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.18.045963,2020-04-18,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.02.19.950253,2020-02-20,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.13.094508,2020-05-14,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.03.02.974311,2020-03-06,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.03.074971,2020-05-04,is_preprint_of,10.1371/journal.pone.0233947,2020-05-29,PLOS ONE,Public Library of Science (PLoS),25
bioRxiv,10.1101/2020.05.28.120998,2020-05-29,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.08.04.236653,2020-08-04,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.08.24.264192,2020-08-24,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.22.164442,2020-06-22,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.13.094839,2020-05-14,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.01.23.917351,2020-01-24,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.08.06.238915,2020-08-06,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.07.13.201806,2020-07-15,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.07.30.228643,2020-07-30,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.11.089896,2020-05-12,is_preprint_of,10.1128/jcm.01136-20,2020-06-01,Journal of Clinical Microbiology,American Society for Microbiology,20
bioRxiv,10.1101/2020.05.11.088500,2020-05-12,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.09.19.304352,2020-09-20,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.07.01.181867,2020-07-01,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.08.05.238998,2020-08-06,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.28.066951,2020-04-29,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.17.155200,2020-06-17,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.29.177204,2020-06-29,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.08.07.241729,2020-08-10,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.28.176248,2020-06-29,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.09.03.281774,2020-09-03,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.20.050039,2020-04-20,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.15.095794,2020-05-15,is_preprint_of,10.3906/biy-2005-35,2020-06-09,TURKISH JOURNAL OF BIOLOGY,The Scientific and Technological Research Council of Turkey,25
bioRxiv,10.1101/2020.07.21.212860,2020-07-21,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.14.041301,2020-04-15,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.28.122143,2020-05-28,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.19.160606,2020-06-19,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.07.30.228460,2020-07-31,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.09.14.296814,2020-09-14,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.20.064436,2020-05-20,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.03.132357,2020-06-04,is_preprint_of,10.1111/tbed.13684,2020-06-14,Transboundary and Emerging Diseases,Wiley,10
bioRxiv,10.1101/2020.08.28.267526,2020-08-28,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.28.120162,2020-05-29,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.08.11.244996,2020-08-11,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.18.158329,2020-06-18,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.22.110932,2020-05-22,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.26.173203,2020-06-26,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.07.19.197129,2020-07-20,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.21.054122,2020-04-23,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.09.033530,2020-04-10,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.10.035964,2020-04-11,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.09.16.300038,2020-09-16,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.10.08.332452,2020-10-09,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.02.022764,2020-04-05,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.01.28.923011,2020-01-28,is_preprint_of,10.1080/22221751.2020.1729069,2020-02-17,Emerging Microbes & Infections,Informa UK Limited,20
bioRxiv,10.1101/2020.03.21.990770,2020-03-25,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.10.01.323220,2020-10-02,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.02.01.929976,2020-02-02,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.09.137935,2020-06-10,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.17.153486,2020-06-18,is_preprint_of,10.1038/s41586-020-2571-7,2020-07-22,Nature,Springer Science and Business Media LLC,34
bioRxiv,10.1101/2020.05.12.088716,2020-05-12,is_preprint_of,10.1126/science.abc5902,2020-06-15,Science,American Association for the Advancement of Science (AAAS),34
bioRxiv,10.1101/2020.03.30.015461,2020-03-31,is_preprint_of,10.1038/s41467-020-16638-2,2020-06-01,Nature Communications,Springer Science and Business Media LLC,62
bioRxiv,10.1101/2020.05.17.100388,2020-05-17,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.12.091165,2020-05-12,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.10.032342,2020-04-11,is_preprint_of,10.1128/jvi.01283-20,2020-08-26,Journal of Virology,American Society for Microbiology,137
bioRxiv,10.1101/2020.09.08.272328,2020-09-09,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.01.29.924100,2020-01-29,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.16.045799,2020-04-18,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.09.085613,2020-05-10,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.03.14.992156,2020-03-20,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.02.19.955484,2020-02-21,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.02.05.936013,2020-02-13,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.22.111005,2020-05-22,is_preprint_of,10.1038/s41586-020-2548-6,2020-07-15,Nature,Springer Science and Business Media LLC,54
bioRxiv,10.1101/2020.04.23.055756,2020-04-24,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.09.04.283853,2020-09-06,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.14.095414,2020-05-15,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.30.181297,2020-07-01,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.07.083139,2020-05-09,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.08.04.200691,2020-08-06,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.01.31.929547,2020-02-02,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.15.151845,2020-06-16,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.07.26.222117,2020-07-27,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.14.095885,2020-05-15,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.22.111344,2020-05-23,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.03.022723,2020-04-05,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.12.148411,2020-06-12,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.07.030767,2020-04-09,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.19.104513,2020-05-20,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.02.26.961938,2020-03-02,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.10.08.331751,2020-10-08,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.17.157081,2020-06-19,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.01.23.916395,2020-01-24,is_preprint_of,10.1016/j.ijid.2020.01.050,2020-01-30,International Journal of Infectious Diseases,Elsevier BV,6
bioRxiv,10.1101/2020.02.03.933226,2020-02-04,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.09.04.277426,2020-09-04,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.22.056283,2020-04-23,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.22.111294,2020-05-23,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.09.01.278630,2020-09-02,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.09.28.311480,2020-09-29,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.03.30.016931,2020-04-01,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.06.027961,2020-04-07,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.18.159699,2020-06-20,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.07.19.211185,2020-07-20,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.10.07.325910,2020-10-07,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.04.132589,2020-06-05,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.07.27.212076,2020-07-27,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.01.12.902452,2020-01-16,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.13.094482,2020-05-14,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.07.15.203489,2020-07-15,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.09.25.309914,2020-09-25,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.02.17.951939,2020-02-21,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.21.053967,2020-04-22,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.05.136887,2020-06-06,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.17.046185,2020-04-18,is_preprint_of,10.1007/s00018-020-03580-1,2020-07-04,Cellular and Molecular Life Sciences,Springer Science and Business Media LLC,77
bioRxiv,10.1101/2020.02.04.933135,2020-02-08,is_preprint_of,10.1021/acs.jproteome.0c00129,2020-03-22,Journal of Proteome Research,American Chemical Society (ACS),43
bioRxiv,10.1101/2020.07.26.222265,2020-07-27,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.10.04.325522,2020-10-05,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.19.161000,2020-06-19,is_preprint_of,10.1021/acs.jproteome.0c00535,2020-07-22,Journal of Proteome Research,American Chemical Society (ACS),33
bioRxiv,10.1101/2020.04.20.051219,2020-04-20,is_preprint_of,10.3390/v12050513,2020-05-07,Viruses,MDPI AG,17
bioRxiv,10.1101/2020.09.22.308668,2020-09-22,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.30.071290,2020-05-01,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.08.28.270306,2020-08-28,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.01.073387,2020-05-02,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.10.08.331421,2020-10-08,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.07.12.199505,2020-07-13,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.14.151381,2020-06-15,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.07.31.231282,2020-08-02,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.07.28.225102,2020-07-28,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.10.036640,2020-04-13,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.26.062422,2020-04-27,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.13.092759,2020-05-15,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.06.112474,2020-06-11,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.07.16.205997,2020-07-16,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.30.177006,2020-07-01,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.23.167098,2020-06-23,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.01.072330,2020-05-01,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.02.073411,2020-05-02,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.09.22.308098,2020-09-22,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.28.122648,2020-05-29,is_preprint_of,10.1093/biomethods/bpaa014,2020-07-16,Biology Methods and Protocols,Oxford University Press (OUP),48
bioRxiv,10.1101/2020.04.20.052233,2020-04-22,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.17.156679,2020-06-17,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.09.25.313148,2020-09-25,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.02.019075,2020-04-05,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.08.15.252510,2020-08-15,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.09.21.300913,2020-09-21,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.03.131474,2020-06-03,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.17.046375,2020-04-19,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.17.042366,2020-04-20,is_preprint_of,10.3390/genes11060664,2020-06-18,Genes,MDPI AG,59
bioRxiv,10.1101/2020.08.10.243220,2020-08-10,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.07.24.205583,2020-07-25,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.08.05.237867,2020-08-05,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.07.28.224576,2020-07-28,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.03.024885,2020-04-10,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.07.22.216648,2020-07-23,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.19.159970,2020-06-20,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.06.138149,2020-06-07,is_preprint_of,10.1080/22221751.2020.1796529,2020-07-16,Emerging Microbes & Infections,Informa UK Limited,39
bioRxiv,10.1101/2020.08.01.232199,2020-08-02,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.12.091462,2020-05-13,is_preprint_of,10.1038/s41591-020-0998-x,2020-07-10,Nature Medicine,Springer Science and Business Media LLC,58
bioRxiv,10.1101/2020.05.11.088674,2020-05-11,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.21.108381,2020-05-21,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.03.02.968818,2020-03-05,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.02.21.959817,2020-02-21,is_preprint_of,10.1038/s41586-020-2294-9,2020-05-04,Nature,Springer Science and Business Media LLC,73
bioRxiv,10.1101/2020.04.21.050633,2020-04-25,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.13.093088,2020-05-14,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.24.169730,2020-06-25,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.08.139055,2020-06-09,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.07.028167,2020-04-09,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.09.08.286732,2020-09-09,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.06.028431,2020-04-13,is_preprint_of,10.1016/j.jtbi.2020.110450,2020-08-16,Journal of Theoretical Biology,Elsevier BV,125
bioRxiv,10.1101/2020.04.22.055897,2020-04-24,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.09.15.275891,2020-09-15,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.08.14.251496,2020-08-14,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.27.174896,2020-06-29,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.20.104885,2020-05-20,is_preprint_of,10.7717/peerj.9587,2020-07-21,PeerJ,PeerJ,62
bioRxiv,10.1101/2020.03.26.009605,2020-03-28,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.07.22.215251,2020-07-24,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.09.10.286948,2020-09-10,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.09.25.313510,2020-09-25,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.03.16.990317,2020-03-17,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.13.149930,2020-06-13,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.08.21.262188,2020-08-22,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.21.109298,2020-05-22,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.21.052209,2020-04-23,is_preprint_of,10.1016/j.vaccine.2020.06.066,2020-06-24,Vaccine,Elsevier BV,62
bioRxiv,10.1101/2020.02.10.942748,2020-02-18,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.03.30.015685,2020-03-31,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.14.097287,2020-05-15,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.01.127589,2020-06-01,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.10.04.325266,2020-10-05,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.08.02.233320,2020-08-03,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.17.046938,2020-04-18,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.08.14.244897,2020-08-14,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.08.138990,2020-06-09,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.08.033001,2020-04-09,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.02.072439,2020-05-02,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.14.040204,2020-04-15,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.05.16.099747,2020-05-17,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.10.144816,2020-06-11,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.01.019943,2020-04-03,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.04.27.064279,2020-04-27,is_preprint_of,10.1016/j.celrep.2020.107940,2020-07-07,Cell Reports,Elsevier BV,71
bioRxiv,10.1101/2020.10.07.328492,2020-10-08,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.07.02.184663,2020-07-06,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.07.09.196386,2020-07-10,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.08.28.271684,2020-08-28,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.03.20.999029,2020-03-21,is_preprint_of,10.1128/jvi.00957-20,2020-05-21,Journal of Virology,American Society for Microbiology,61
bioRxiv,10.1101/2020.05.05.079848,2020-05-06,is_preprint_of,10.1021/acs.jpclett.0c01894,2020-07-28,The Journal of Physical Chemistry Letters,American Chemical Society (ACS),83
bioRxiv,10.1101/2020.05.18.101691,2020-05-18,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.07.22.216358,2020-07-22,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.08.28.255463,2020-08-28,NA,NA,NA,NA,NA,NA
bioRxiv,10.1101/2020.06.25.172528,2020-06-26,NA,NA,NA,NA,NA,NA
